Iteration	CPUTime	PhysTime	Travels	Value	AvValue	MinValue	MaxValue	Delta	Criteria	Progress	CriteriaType	CriteriaVarType	CriteriaPercentage
63	25	0	0.816827261	101324.435	101324.407	101324.346	101324.437	0.0914638846	0	0	0	0	0	3
64	25	0	0.829792773	101324.433	101324.408	101324.346	101324.437	0.0914638846	0	0	0	0	0	3
65	26	0	0.842758286	101324.431	101324.409	101324.346	101324.437	0.0914638846	0	0	0	0	0	3
66	26	0	0.855723798	101324.431	101324.411	101324.346	101324.437	0.0914638846	0	0	0	0	0	3
67	27	0	0.86868931	101324.43	101324.413	101324.346	101324.437	0.0914638846	0	0	0	0	0	3
68	27	0	0.881654822	101324.43	101324.415	101324.346	101324.437	0.0914638846	0	0	0	0	0	3
69	27	0	0.894620334	101324.43	101324.418	101324.349	101324.437	0.0883694578	0	0	0	0	0	3
70	28	0	0.907585846	101324.431	101324.42	101324.354	101324.437	0.0832653181	0	0	0	0	0	3
71	28	0	0.920551358	101324.433	101324.422	101324.361	101324.437	0.0763515586	0	0	0	0	0	3
72	28	0	0.93351687	101324.434	101324.424	101324.371	101324.437	0.0667083678	0	0	0	0	0	3
73	29	0	0.946482382	101324.435	101324.425	101324.38	101324.437	0.0572996289	0	0	0	0	0	3
74	29	0	0.959447894	101324.437	101324.427	101324.39	101324.437	0.047591539	0	0	0	0	0	3
75	29	0	0.972413406	101324.438	101324.428	101324.397	101324.438	0.0401847362	0	0	0	0	0	3
76	30	0	0.985378918	101324.439	101324.429	101324.405	101324.439	0.0340670873	0	0	0	0	0	3
77	30	0	0.998344431	101324.439	101324.43	101324.409	101324.439	0.0300798619	0	0	0	0	0	3
78	31	0	1.01130994	101324.44	101324.431	101324.413	101324.44	0.0270412881	0.0111224589	0	0	0	0	3
79	31	0	1.02427545	101324.44	101324.431	101324.415	101324.44	0.0248932094	0.0111224589	0	0	0	0	3
80	31	0	1.03724097	101324.44	101324.432	101324.417	101324.44	0.0230183299	0.0111224589	0	0	0	0	3
81	32	0	1.05020648	101324.44	101324.433	101324.418	101324.44	0.0223179305	0.0111224589	0	0	0	0	3
82	32	0	1.06317199	101324.44	101324.433	101324.419	101324.44	0.0211201436	0.0111224589	0	0	0	0	3
83	32	0	1.0761375	101324.44	101324.434	101324.42	101324.44	0.0200715235	0.0111224589	0	0	0	0	3
84	33	0	1.08910302	101324.44	101324.434	101324.422	101324.44	0.0180261403	0.0111224589	0	0	0	0	3
85	33	0	1.10206853	101324.439	101324.435	101324.424	101324.44	0.0162330194	0.0111224589	0	0	0	0	3
86	34	0	1.11503404	101324.438	101324.435	101324.426	101324.44	0.0144257875	0.0111224589	0	0	0	0	3
87	34	0	1.12799955	101324.436	101324.435	101324.427	101324.44	0.0128557473	0.0111224589	0	0	0	0	3
88	34	0	1.14096506	101324.435	101324.435	101324.429	101324.44	0.0112375069	0.0111224589	0	0	0	0	3
89	35	0	1.15393058	101324.434	101324.436	101324.43	101324.44	0.0102493871	0.0111224589	0	0	0	0	3
90	35	0	1.16689609	101324.433	101324.436	101324.43	101324.44	0.0102493871	0.0111224589	0	0	0	0	3
91	36	0	1.1798616	101324.433	101324.436	101324.43	101324.44	0.0102493871	0.0111224589	0	0	0	0	3
92	36	0	1.19282711	101324.434	101324.436	101324.43	101324.44	0.0102493871	0.0111224589	0	0	0	0	3
93	37	0	1.20579262	101324.435	101324.436	101324.43	101324.44	0.0102493871	0.0111224589	0	0	0	0	3
94	37	0	1.21875814	101324.436	101324.436	101324.43	101324.44	0.0102493871	0.0111224589	0	0	0	0	3
95	37	0	1.23172365	101324.436	101324.436	101324.43	101324.44	0.0102493871	0.0111224589	0	0	0	0	3
96	38	0	1.24468916	101324.437	101324.436	101324.43	101324.44	0.0102493871	0.0111224589	0	0	0	0	3
97	38	0	1.25765467	101324.437	101324.436	101324.43	101324.44	0.0102493871	0.0111224589	0	0	0	0	3
98	39	0	1.27062018	101324.438	101324.436	101324.43	101324.44	0.0102493871	0.0111224589	0	0	0	0	3
99	39	0	1.2835857	101324.437	101324.436	101324.43	101324.44	0.0102493871	0.0111224589	0	0	0	0	3
100	39	0	1.29655121	101324.437	101324.436	101324.43	101324.44	0.0102493871	0.0111224589	0	0	0	0	3
101	40	0	1.30951672	101324.436	101324.436	101324.43	101324.44	0.0102493871	0.0111224589	0	0	0	0	3
